Accession,Release_Date,Species,Length,Sequence_Type,Nuc_Completeness,Genotype,Protein,Geo_Location,U_S__State,Host,Isolation_Source,Collection_Date,GenBank_Title
QNA38191,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA38323,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA38359,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA38491,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA38803,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA38899,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA38935,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA39163,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA39175,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA39343,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA39379,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA39630,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA39870,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40122,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40206,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40338,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40638,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40662,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40758,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40938,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA40986,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QNA41202,2020-08-12T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMX85025,2020-08-11T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Sierra Leone",,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMT27652,2020-08-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: MD",MD,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMS51263,2020-07-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMS51323,2020-07-30T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Saudi Arabia",,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI94885,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI96223,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMI96451,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: San Diego, California",CA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMJ20027,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: New Orleans, Louisiana",LA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMJ20123,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: New Orleans, Louisiana",LA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QMJ20159,2020-07-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: New Orleans, Louisiana",LA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLJ58097,2020-07-20T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLE10921,2020-07-08T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Morocco",,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC92084,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane County",WI,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC92120,2020-07-06T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Wisconsin, Dane County",WI,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC48503,2020-07-03T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Serbia",,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC46313,2020-07-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC46325,2020-07-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC46337,2020-07-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLC46349,2020-07-02T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: FL",FL,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLB39033,2020-07-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLB39045,2020-07-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QLB39069,2020-07-01T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKU31829,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKU37801,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKU37813,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKU37825,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKU37837,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV06679,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,Yakima County",WA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKV07879,2020-06-17T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Washington,King County",WA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKN20811,2020-06-10T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG87110,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG88094,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG88466,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG88562,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG89414,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG90014,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKG90314,2020-06-04T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Massachusetts",MA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QKE50954,2020-05-29T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: SLIDELL, LA",LA,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJZ28179,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Poland",,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJZ28215,2020-05-26T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"Poland",,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJX69278,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Michigan",MI,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJX69290,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Michigan",MI,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJX69302,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Michigan",MI,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJX69314,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: Michigan",MI,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJX70718,2020-05-22T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA",,Homo sapiens,"oronasopharynx",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
QJV21854,2020-05-18T00:00:00Z,Severe acute respiratory syndrome-related coronavirus,1273,GenBank,complete,NaN,surface glycoprotein,"USA: CA",CA,Homo sapiens,"",2020-04-03,surface glycoprotein [Severe acute respiratory syndrome coronavirus 2]
